"country","countryCode","date","filterByRating","isVerified","position","product/listPrice","product/listPrice/currency","product/listPrice/value","product/price","product/price/currency","product/price/value","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant"
"Italy",,"2020-04-05","fourStar","true","8",,,,,,,"B0758D8Z7C","4","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Ottimo prodotto",,,,,,,,,"","Bene","https://www.amazon.it/gp/customer-reviews/R2TE88WC0RKWHZ?ASIN=B0758D8Z7C","Reviewed in Italy on 5 April 2020","60","8",""
"Italy",,"2021-01-28","twoStar","true","1",,,,,,,"B0758D8Z7C","2","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","Detergente molto buono. Pulivo il vetro e il lavandino in cucina e in bagno. La pulizia è molto pulita. Il prezzo è molto conveniente. La porzione è molto ampia. affidabile.","https://images-na.ssl-images-amazon.com/images/I/81+M3Nw5bvL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/91u3i7XEtDL._SY88.jpg",,,,,,,"","buono lava bene","https://www.amazon.it/gp/customer-reviews/RN9GSI9VKU6OI?ASIN=B0758D8Z7C","Reviewed in Italy on 28 January 2021","2","1",""
"Italy",,"2022-01-03","fiveStar","true","1",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Io amo questa candeggina a spray, la trovo utile per la pulizia del bagno, per macchie ostinate su vestiti bianchi,per la pulizia del top in cucina, per disinfettare alcune superfici.Amo l'odore della candeggina, non so  perché, per me sa di pulito.Ogni volta che trovo un offerta cerco di fare scorta, poi su Amazon grazie ad Iscriviti e risparmi, lo riesco ad avere anche ad un prezzo vantaggioso.Vi svelo un trucchetto, non buttate il flacone a spray ma riciclatelo,metteteci dentro candeggina pura, riempendo metà flacone, aggiungete un po di svelto, diluite con acqua, fino al completo riempimento, sbattete bene e voilà, candeggina fai da te😂😘",,,,,,,,,"4 people found this helpful","Candeggina a spray","https://www.amazon.it/gp/customer-reviews/R1DH495FR0605Q?ASIN=B0758D8Z7C","Reviewed in Italy on 3 January 2022","297","34",""
"Italy",,"2023-03-10","fiveStar","true","2",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Formula potenziata,poi lo sgrassatore bicarbonato per la cucina è ottimo",,,,,,,,,"","Cambiata confezione","https://www.amazon.it/gp/customer-reviews/R18Y3M240MM6A?ASIN=B0758D8Z7C","Reviewed in Italy on 10 March 2023","297","34",""
"Italy",,"2023-01-07","fiveStar","true","3",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Molto soddisfatto",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R1N34P71SZJRSP?ASIN=B0758D8Z7C","Reviewed in Italy on 7 January 2023","297","34",""
"Italy",,"2022-04-23","fiveStar","true","4",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Questo sgrassatore è davvero molto buono, non solo lascia le superfici puliti ma fa rimanere un buonissimo profumo delicato e che dura a lungo e che fa restare una gradevole sensazione di pulito. Lo spray è arrivato in perfette condizioni e ben imballato, nessuna goccia di prodotto è uscita dalla confezione. Soddisfatta!",,,,,,,,,"","Sgrassature insuperabile e dal buonissimo profumo","https://www.amazon.it/gp/customer-reviews/R1CY718X4YTL6F?ASIN=B0758D8Z7C","Reviewed in Italy on 23 April 2022","297","34",""
"Italy",,"2022-07-14","fiveStar","true","5",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo.prodotto.Sbianca, profuma tantissimo, è schiudono e per pulire i sanitari è perfetto.Non ho ancora provato le.macchie sui tessuti, quando lo farò aggiornerò la recensione. Per ora sono più che soddisfatta","https://m.media-amazon.com/images/I/51MQpnD-kgL._SY88.jpg",,,,,,,,"","Troppo buono","https://www.amazon.it/gp/customer-reviews/R20KRPWU7A63RX?ASIN=B0758D8Z7C","Reviewed in Italy on 14 July 2022","297","34",""
"Italy",,"2022-08-25","fiveStar","true","6",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lo uso da sempre x pulire il bagno.  Ottimo rapporto qualità prezzo.",,,,,,,,,"","Ottimo x il bagno","https://www.amazon.it/gp/customer-reviews/R3NF6KRU1KLE73?ASIN=B0758D8Z7C","Reviewed in Italy on 25 August 2022","297","34",""
"Italy",,"2022-09-10","fiveStar","true","7",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Veramente buono..Ottimo in tutto e lascia un buon odore.",,,,,,,,,"","super","https://www.amazon.it/gp/customer-reviews/R2OXPL5Q47OE99?ASIN=B0758D8Z7C","Reviewed in Italy on 10 September 2022","297","34",""
"Italy",,"2022-02-17","fiveStar","true","8",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ho comprato questo sgrassatore con candeggina per pulire una macchia di muffa nera su una parete con mattonelle. Ha svolto egregiamente il suo compito e la macchina non è più ricomparsa.",,,,,,,,,"","Sgrassatore antimuffa","https://www.amazon.it/gp/customer-reviews/R2LW3L4VLTXVDX?ASIN=B0758D8Z7C","Reviewed in Italy on 17 February 2022","297","34",""
"Italy",,"2022-06-28","fiveStar","true","9",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo come smacchiatore per tutti, pulisce in profondità e smacchia macchie ostinate! Mai più senza!",,,,,,,,,"","ECCEZIONALE","https://www.amazon.it/gp/customer-reviews/R2P8AQAQFMYBBP?ASIN=B0758D8Z7C","Reviewed in Italy on 28 June 2022","297","34",""
"Italy",,"2022-08-12","fiveStar","true","10",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Valido prodotto per il bagno",,,,,,,,,"","Valido prodotto per il bagno","https://www.amazon.it/gp/customer-reviews/R1MSR0UEPV4ZMA?ASIN=B0758D8Z7C","Reviewed in Italy on 12 August 2022","297","34",""
"Italy",,"2021-06-21","fiveStar","true","1",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo. Funziona benissimo. Per i capi d'abbigliamento, spruzzi e spesso (ma non sempre) non serve nemmeno strofinare. Poi prendi e metti tutto in lavatrice. Ne basta pochissimo sia per i vestiti che per le superfici. Prodotto altamente raccomandato.",,,,,,,,,"","Ottimo. Funziona benissimo","https://www.amazon.it/gp/customer-reviews/R219D8RQT1A31X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 21 June 2021","47","14",""
"Italy",,"2021-11-05","fiveStar","true","2",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo detergente sgrassatore, in confezione dal prezzo conveniente. Acquisto soddisfacente.",,,,,,,,,"","Valido detergente","https://www.amazon.it/gp/customer-reviews/R30A6OUZF5NJFS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 5 November 2021","47","14",""
"Italy",,"2021-10-14","fiveStar","true","3",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo e veloce",,,,,,,,,"","Ottimo e veloce","https://www.amazon.it/gp/customer-reviews/R2H8PBAETP0NPY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 14 October 2021","47","14","Style Name: Lavanda"
"Italy",,"2021-07-31","fiveStar","true","4",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto profumoso  funziona benissimo.",,,,,,,,,"","Smac Express profumato","https://www.amazon.it/gp/customer-reviews/R2GMYPTMLKHJXH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 31 July 2021","47","14","Style Name: Lavanda"
"Italy",,"2021-08-02","fiveStar","true","5",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo sgrassatore buon profumo",,,,,,,,,"","Ottimo sgrassatore","https://www.amazon.it/gp/customer-reviews/R270JX0YFH99QZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 2 August 2021","47","14","Style Name: Lavanda"
"Italy",,"2021-03-09","fiveStar","true","6",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Uso solo questo per pulire e per smacchiare i vestiti",,,,,,,,,"","Smack espress sgrassatore","https://www.amazon.it/gp/customer-reviews/R1E3CO97SEFGKV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 9 March 2021","47","14",""
"Italy",,"2020-11-13","fiveStar","true","7",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lo conoscevo già , mi ha attirato la convenienza del prezzo. Molto sodisfatto.Grazie",,,,,,,,,"","Smac - Sgrassatore Profumato Lavanda - 650ml x 12 pezzi - 7800ml","https://www.amazon.it/gp/customer-reviews/R1E22472AHUGNC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 13 November 2020","47","14","Style Name: Lavanda"
"Italy",,"2021-02-22","fiveStar","true","8",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R2Q934FWVRT8GL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 22 February 2021","47","14","Style Name: Lavanda"
"Italy",,"2021-01-15","fiveStar","true","9",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","formato convenienza",,,,,,,,,"","CONVENIENTI","https://www.amazon.it/gp/customer-reviews/R28Q08MQU33SWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 15 January 2021","47","14","Style Name: Lavanda"
"Italy",,"2020-09-27","fiveStar","true","10",,,,,,,"B07S9XYP7X","5","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo sgrassatore! Amazon perfetto!",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R3E9V9XVNAI1H0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07S9XYP7X","Reviewed in Italy on 27 September 2020","47","14","Style Name: Lavanda"
"Italy",,"2020-05-13","threeStar","true","1",,,,,,,"B0758D8Z7C","3","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=three_star&sortBy=helpful","È arrivato il prodotto insieme ad altre cose che ho acquistato, però non mi convince il fatto che nonostante nella scatola non ci sia prodotto residuo e/o bagnata, si sentiva la puzza dello stesso ed il prodotto non mi sembrava intero...non vale la pena fare un reso o sostituirlo, ma lo dico giusto per farvi sapere.",,,,,,,,,"6 people found this helpful","Integrità","https://www.amazon.it/gp/customer-reviews/R3CQETFOZ11DQH?ASIN=B0758D8Z7C","Reviewed in Italy on 13 May 2020","18","2",""
"Italy",,"2021-01-06","threeStar","true","2",,,,,,,"B0758D8Z7C","3","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=1&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=three_star&sortBy=helpful","Buon prodotto",,,,,,,,,"","Comodo riceverlo a casa","https://www.amazon.it/gp/customer-reviews/R2PO9UIR78W7CS?ASIN=B0758D8Z7C","Reviewed in Italy on 6 January 2021","18","2",""
"Italy",,"2021-08-29","fourStar","true","1",,,,,,,"B07S9XYP7X","4","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Impugnatura e spruzzo ottimi, profumo gradevole con un buon rendimento, buon prezzo per la scorta in casa ✅",,,,,,,,,"","Impugnatura e spruzzo ottimi, profumo gradevole con un buon rendimento!! ✅","https://www.amazon.it/gp/customer-reviews/R2A3GE2NAI30JD?ASIN=B07S9XYP7X","Reviewed in Italy on 29 August 2021","12","3",""
"Italy",,"2021-02-21","fourStar","true","2",,,,,,,"B07S9XYP7X","4","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Buon prodotto",,,,,,,,,"","Buon prodotto","https://www.amazon.it/gp/customer-reviews/R1OO6YW8K0K0X?ASIN=B07S9XYP7X","Reviewed in Italy on 21 February 2021","12","3",""
"Italy",,"2022-06-20","fourStar","false","3",,,,,,,"B07S9XYP7X","4","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","4 **** Stelle,5 Migliorabili Per(un piccolo n. di recensioni e valutazioni c'è corrispondente) poichè piccolo n. di Confezione nello  Spruzzatore Nebulizatore Spray si Sono Rivelati Duri poi Dannegiati,1 In parte duro e in parte si è Danneggiato , Attenzione che fa scendere da 5 Stars/Stelle ma comunque su 4 **** su Tutto uso casalingo,Interni,Esterni...(2 Con la Sicura On-Off in Velocità furono Rotti e con 1 inizio di Gocciolio ,1in Velocità  parzialmente e Poco Gocce) ; Avviso di minore impatto sulla velocità e robustezza ma comunque delicattzza in Comparazione a ""Vetril , Winni's ,Chante-Clair,Vert...ecc,) su Quantità Multiple;comunque  da 12 9 650 Ml ,perdita e rimpiazzo minimi con ...""1 preparazione con 1 qualche esperienza & prove & riprova medio-base "" ... questo su circa 8 L In totale Litri+Cartone+ Cuscinetti,La Spedizione PRATICAMENTE INECCEPIBILE,aTTENZIONE ALLA oFFERTA tROOPO MAXI IN PERIODO FREQUENTATO,ANCHE riguardo a molte recensione & proieizione di esse sulla realtà ,perchè comunque la quantita conta sia nel bene che nel non bene sia nel provare +- garantito, LE RECENSIONI PROVATE INNOCENTI / IN MAGGIORAPRTE .Opzional (*! ): Riuscii edc è possibile in molti casi ,1  a sostituire  da 12 o Superore a set di Mezzo O variabile  3x2,4x2 ,2x1"" Smac Express, Sgrassatore Profumato alla Lavanda, Detergente Spray Multisuperficie con Azione Sgrassante, 650 ml x 12 Pezzi """,,,,,,,,,"","4+****""12 x( 8L)(ITA) Smac Express, Sgrassator Lavanda(Bilanciati),Detergent SPRAY(*!)"" Case...","https://www.amazon.it/gp/customer-reviews/R25Y1R0STG2NDE?ASIN=B07S9XYP7X","Reviewed in Italy on 20 June 2022","12","3","Style Name: Lavanda"
"Italy",,"2020-06-18","fiveStar","true","31",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=4&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Buono comodo, funziona bene",,,,,,,,,"","Ciff","https://www.amazon.it/gp/customer-reviews/R2ZWWO5I5H8NJF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0758D8Z7C","Reviewed in Italy on 18 June 2020","297","34",""
"Italy",,"2020-07-26","fiveStar","true","32",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=4&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo",,,,,,,,,"","Cif","https://www.amazon.it/gp/customer-reviews/R3DBG4N6AJRGLK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0758D8Z7C","Reviewed in Italy on 26 July 2020","297","34",""
"Italy",,"2021-02-07","fiveStar","true","33",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=4&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ideali x tanti usi. Ottimo in cucina e un alleato fantastico x diversi usi",,,,,,,,,"","Insostituibile","https://www.amazon.it/gp/customer-reviews/R2TF1TJ2C1O7F0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0758D8Z7C","Reviewed in Italy on 7 February 2021","297","34",""
"Italy",,"2022-06-09","fiveStar","true","34",,,,,,,"B0758D8Z7C","5","https://www.amazon.com/product-reviews/B0758D8Z7C?reviewerType=all_reviews&pageNumber=4&asin=B0758D8Z7C&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","👍",,,,,,,,,"","👍","https://www.amazon.it/gp/customer-reviews/R3RX704M5BPCGU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0758D8Z7C","Reviewed in Italy on 9 June 2022","297","34",""
"Italy",,"2022-08-19","threeStar","true","1",,,,,,,"B07S9XYP7X","3","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=three_star&sortBy=helpful","EFFICACE",,,,,,,,,"","EFFICACE","https://www.amazon.it/gp/customer-reviews/R1NTFM9Y6RPI4S?ASIN=B07S9XYP7X","Reviewed in Italy on 19 August 2022","5","2","Style Name: Lavanda"
"Italy",,"2021-01-24","threeStar","true","2",,,,,,,"B07S9XYP7X","3","https://www.amazon.com/product-reviews/B07S9XYP7X?reviewerType=all_reviews&pageNumber=1&asin=B07S9XYP7X&scope=reviewsAjax1&filterByStar=three_star&sortBy=helpful","Già avuto modo di pro arlo soddisfatto",,,,,,,,,"","Soddisfatto","https://www.amazon.it/gp/customer-reviews/R36WAR9JFHSUSS?ASIN=B07S9XYP7X","Reviewed in Italy on 24 January 2021","5","2",""
"Italy",,"2023-10-17","fiveStar","true","1",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Prodotto molto valido per le mie esigenze. Come sempre, ottimo servizio di Amazon.",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/RWBZGLS426K5G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 17 October 2023","704","147",""
"Italy",,"2021-08-31","fiveStar","true","2",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ero già incuriosita dal prodotto, non credo serva presentare il marchio e ripetere ciò che si legge sull'etichetta, ma devo ammettere che trovarlo in promo ha incentivato il mio acquisto.Io continuo a domandarmi perché, se un prodotto contiene ingredienti di origine naturale, debba costare più di un prodotto della stessa categoria costituito da derivati chimici, il processo non dovrebbe essere più semplice?Se i detergenti ""green"" non diventano competitivi sul mercato, diventa più difficile che la gente li provi.E in effetti un formato più grande, come gli altri prodotti della categoria (650ml),sarebbe utile.Ma bando alle ciance, credo di non aver mai sentito un profumo così gradevole in uno sgrassatore, al secondo posto metterei il profumo di Marsiglia di un altro noto prodotto (nel caso specifico, la versione ""vert).Il livello pulente in cucina non l'ho confrontato con alternative non bio perché non ho problemi di grasso bruciato o incrostazioni particolarmente ostinate e perché, se proprio mi capita, mi aiuto sempre con un po' di aceto, così come per il calcare.Specifico invece che, per il forno della cucina, uso uno sgrassante, decisamente non bio, che mio fratello mi consigliò fortemente e che in effetti disincrosta senza alcuno sforzo.A differenza di altre recensioni, non consiglio di usare questo detergente su mobili laccati (si tratta pur sempre di legno e vi sono prodotti appositi) e non ho video da pubblicare in cui pulisco una superficie in realtà già pulita (con tanto di musica incalzante), perché non ne comprendo il senso francamente. Al massimo mi riservo di aggiungere, appena possibile, un video in cui pulisco dov'è sporco...😅Consegna Amazon Prime eccellente e nel mio caso non si è rovesciato nulla.Sto già pensando di ricomprare qualche flacone 🥰Spero di avervi aiutato a valutare l'acquisto di Winni's, in tal caso ci guadagnerebbe tantissimo l'ambiente! ❤️",,,,,,,,,"3 people found this helpful","Da ricomprare","https://www.amazon.it/gp/customer-reviews/RBM4J3WI1XNPA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 31 August 2021","704","147",""
"Italy",,"2023-09-02","fiveStar","true","3",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Prodotto di qualità",,,,,,,,,"","Efficace","https://www.amazon.it/gp/customer-reviews/R12URKYX3PW1OC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 2 September 2023","704","147",""
"Italy",,"2021-10-06","fiveStar","true","4",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","PRO 👍: ipoallergenico - efficacia su superfici miste - profumo fresco - discreto potere sgrassante - biodegradabile.CONTRO ✋: non adatto a sporco ostinato.Volevamo un detergente multiuso che fosse ipoallergenico e con ingredienti il meno possibile tossici. E ho approfittato di un'ottima offerta Amazon per provare questo Winni's.💧 Devo dire che è migliore di quello che pensavo. Lo usiamo su tavolo, sedie, quelle superfici più a contatto con le mani, confidando sul fatto che non sia vettore di sostanze chimiche troppo aggressive. Ovviamente è biodegradabile, ipoallergenico, ma non è totalmente naturale, è pericoloso se ingerito, è comunque un detergente. Ottimo per chi soffre di allergie varie al nichel o a altri elementi.🟢 Il profumo è piacevole, fresco e fruttato. L'efficacia è buona per lo sporco quotidiano delle superfici e vetri. Il fatto che contiene una buona percentuale di alcol lo rende abbastanza sgrassante. Non è uno sgrassatore, su sporco ostinato servono prodotti più aggressivi, ma questo non è il suo lavoro.Lo consiglio per le pulizie quotidiane, per evitare di portare in giro troppe sostanze chimiche inutili che possono causare alla lunga allergie e problemi. È sempre un detersivo chimico, ma apprezzo lo sforzo di renderlo ipoallergenico, biodegradabile e comunque funzionale 👍.","https://m.media-amazon.com/images/I/81SJptBS70L._SY88.jpg","https://m.media-amazon.com/images/I/91bgCzPBlmL._SY88.jpg",,,,,,,"One person found this helpful","Detergente multiuso ipoallergenico ma funzionale nell'uso quotidiano","https://www.amazon.it/gp/customer-reviews/R2EUYWU4REMUA9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 6 October 2021","704","147",""
"Italy",,"2023-08-03","fiveStar","true","5",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Buon prodotto",,,,,,,,,"","Utile","https://www.amazon.it/gp/customer-reviews/R22YT073UBYAG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 3 August 2023","704","147",""
"Italy",,"2022-11-06","fiveStar","true","6",,,,,,,"B00LM7R11Q","5","https://www.amazon.com/product-reviews/B00LM7R11Q?reviewerType=all_reviews&pageNumber=1&asin=B00LM7R11Q&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Non può mai mancarne una scorta in casa mia.In primis , non lascia aloni e pulisce egregiamente rispettando l'ambiente lasciando un profumo delicato ma persistente.Altro motivo importante : non è testato su animali e rispetta l'ambienteUna sola nota dolente : sia suvAmazon che in giro , non sono disponibili ricariche o ecoricariche come per gli altri prodotti Winny's .Spero tanto che il produttore legga la mia recensione per quest'ultima parte.",,,,,,,,,"3 people found this helpful","Insostituibile","https://www.amazon.it/gp/customer-reviews/RY3HOZQ9ZJRMV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00LM7R11Q","Reviewed in Italy on 6 November 2022","704","147",""
